"visibility","datetime","main.temp","main.feels_like","main.temp_min","main.temp_max","main.pressure","main.humidity","main.sea_level","main.grnd_level","wind.speed","wind.deg","wind.gust","clouds.all","sys.sunrise","sys.sunset","weather.main","weather.description","city_name","rain.1h"
10000.0,"2025-01-01 00:06:20+08:00",24.53,25.36,24.53,24.53,1011.0,89.0,1011.0,1003.0,3.63,78.0,6.51,100.0,"2025-01-01 06:19:13+08:00","2025-01-01 17:38:57+08:00","Rain","moderate rain","Batangas City",1.53
10000.0,"2025-01-01 00:06:21+08:00",25.96,25.96,25.96,25.96,1010.0,83.0,1010.0,992.0,1.32,7.0,1.72,99.0,"2025-01-01 06:04:29+08:00","2025-01-01 17:39:41+08:00","Clouds","overcast clouds","Bayawan",""
1381.0,"2025-01-01 00:06:23+08:00",24.31,25.28,24.31,24.31,1011.0,95.0,1011.0,1001.0,1.5,177.0,2.13,100.0,"2025-01-01 06:07:57+08:00","2025-01-01 17:28:55+08:00","Clouds","overcast clouds","Baybay",""
10000.0,"2025-01-01 00:06:05+08:00",22.34,23.16,22.34,22.34,1010.0,97.0,1010.0,989.0,0.33,70.0,0.25,100.0,"2025-01-01 05:51:34+08:00","2025-01-01 17:28:52+08:00","Clouds","overcast clouds","Bayugan",""
10000.0,"2025-01-01 00:06:27+08:00",25.74,26.59,25.74,25.74,1010.0,85.0,1010.0,1007.0,0.3,53.0,1.14,100.0,"2025-01-01 05:58:32+08:00","2025-01-01 17:27:46+08:00","Clouds","overcast clouds","Bislig",""
10000.0,"2025-01-01 00:06:29+08:00",26.29,26.29,26.12,28.02,1012.0,93.0,1012.0,1000.0,3.58,108.0,3.58,75.0,"2025-01-01 06:20:10+08:00","2025-01-01 17:37:46+08:00","Clouds","broken clouds","Biñan",""
10000.0,"2025-01-01 00:06:32+08:00",25.77,26.67,25.77,25.77,1010.0,87.0,1010.0,1006.0,1.29,78.0,1.82,100.0,"2025-01-01 06:02:37+08:00","2025-01-01 17:31:55+08:00","Clouds","overcast clouds","Bogo",""
10000.0,"2025-01-01 00:06:33+08:00",24.66,25.58,24.66,24.66,1010.0,92.0,1010.0,992.0,0.11,45.0,0.62,100.0,"2025-01-01 05:57:53+08:00","2025-01-01 17:25:14+08:00","Clouds","overcast clouds","Borongan",""
10000.0,"2025-01-01 00:06:35+08:00",23.79,24.55,23.79,23.79,1010.0,89.0,1010.0,996.0,1.53,147.0,3.0,96.0,"2025-01-01 05:52:48+08:00","2025-01-01 17:29:25+08:00","Clouds","overcast clouds","Butuan",""
10000.0,"2025-01-01 00:06:37+08:00",24.8,25.58,24.8,24.8,1010.0,86.0,1010.0,986.0,1.4,128.0,1.92,98.0,"2025-01-01 05:53:08+08:00","2025-01-01 17:29:10+08:00","Clouds","overcast clouds","Cabadbaran",""
10000.0,"2025-01-01 00:06:38+08:00",24.65,25.31,24.65,24.65,1011.0,82.0,1011.0,1010.0,0.81,84.0,0.91,98.0,"2025-01-01 06:22:41+08:00","2025-01-01 17:36:10+08:00","Clouds","overcast clouds","Cabanatuan City",""
10000.0,"2025-01-01 00:06:41+08:00",26.18,26.18,26.06,27.24,1012.0,97.0,1012.0,1003.0,4.96,91.0,9.57,87.0,"2025-01-01 06:19:51+08:00","2025-01-01 17:37:43+08:00","Rain","light rain","Cabuyao",0.32
10000.0,"2025-01-01 00:06:42+08:00",26.27,26.27,26.27,26.27,1010.0,87.0,1010.0,998.0,1.77,359.0,2.42,100.0,"2025-01-01 06:05:19+08:00","2025-01-01 17:34:58+08:00","Clouds","overcast clouds","Cadiz",""
10000.0,"2025-01-01 00:06:44+08:00",24.39,25.05,24.39,24.39,1010.0,83.0,1010.0,999.0,1.54,154.0,2.14,99.0,"2025-01-01 05:55:34+08:00","2025-01-01 17:33:49+08:00","Clouds","overcast clouds","Cagayan de Oro",""
10000.0,"2025-01-01 00:06:46+08:00",24.01,24.76,24.01,24.01,1011.0,88.0,1011.0,999.0,2.88,80.0,7.63,100.0,"2025-01-01 06:20:30+08:00","2025-01-01 17:39:35+08:00","Clouds","overcast clouds","Calaca",""
10000.0,"2025-01-01 00:06:48+08:00",26.06,26.06,26.06,26.66,1012.0,87.0,1012.0,1000.0,4.2,88.0,8.11,96.0,"2025-01-01 06:19:35+08:00","2025-01-01 17:37:40+08:00","Rain","light rain","Calamba",0.78
6608.0,"2025-01-01 00:06:50+08:00",25.9,26.82,25.9,25.9,1012.0,87.0,1012.0,1002.0,4.62,66.0,7.37,100.0,"2025-01-01 06:18:06+08:00","2025-01-01 17:39:02+08:00","Rain","moderate rain","Calapan",2.32
10000.0,"2025-01-01 00:06:53+08:00",24.27,25.18,24.27,24.27,1010.0,93.0,1010.0,1006.0,2.0,22.0,2.07,99.0,"2025-01-01 06:02:01+08:00","2025-01-01 17:27:45+08:00","Clouds","overcast clouds","Calbayog City",""
10000.0,"2025-01-01 00:06:54+08:00",26.83,29.98,26.12,27.3,1011.0,87.0,1011.0,1014.0,3.03,103.0,3.16,56.0,"2025-01-01 06:21:10+08:00","2025-01-01 17:37:40+08:00","Clouds","broken clouds","Caloocan City",""
10000.0,"2025-01-01 00:06:57+08:00",25.23,26.0,25.23,25.23,1011.0,84.0,1011.0,1005.0,1.97,83.0,1.78,95.0,"2025-01-01 06:27:53+08:00","2025-01-01 17:35:05+08:00","Clouds","overcast clouds","Candon",""
10000.0,"2025-01-01 00:06:58+08:00",22.58,23.14,22.58,22.58,1011.0,86.0,1011.0,957.0,0.27,51.0,0.41,99.0,"2025-01-01 06:04:41+08:00","2025-01-01 17:36:19+08:00","Clouds","overcast clouds","Canlaon",""
10000.0,"2025-01-01 00:07:00+08:00",26.0,26.0,26.0,26.0,1010.0,82.0,1010.0,1000.0,0.88,41.0,1.12,100.0,"2025-01-01 06:02:25+08:00","2025-01-01 17:35:02+08:00","Clouds","overcast clouds","Carcar",""
10000.0,"2025-01-01 00:07:01+08:00",26.1,26.1,25.99,27.17,1012.0,94.0,1012.0,1000.0,3.58,108.0,3.58,72.0,"2025-01-01 06:20:12+08:00","2025-01-01 17:37:55+08:00","Clouds","broken clouds","Carmona",""
10000.0,"2025-01-01 00:07:03+08:00",25.29,26.17,25.29,25.29,1010.0,88.0,1010.0,1006.0,1.2,86.0,1.85,100.0,"2025-01-01 06:00:22+08:00","2025-01-01 17:27:07+08:00","Clouds","overcast clouds","Catbalogan",""
10000.0,"2025-01-01 00:07:05+08:00",22.6,23.42,22.6,22.6,1013.0,96.0,1013.0,1007.0,1.96,10.0,3.05,62.0,"2025-01-01 06:22:07+08:00","2025-01-01 17:30:16+08:00","Clouds","broken clouds","Cauayan",""
10000.0,"2025-01-01 00:04:34+08:00",27.42,31.57,26.14,28.05,1011.0,87.0,1011.0,1012.0,1.54,130.0,"",75.0,"2025-01-01 06:21:04+08:00","2025-01-01 17:38:10+08:00","Clouds","broken clouds","Cavite City",""
10000.0,"2025-01-01 00:04:07+08:00",26.81,30.11,26.81,26.81,1010.0,89.0,1010.0,995.0,1.54,330.0,"",40.0,"2025-01-01 06:01:47+08:00","2025-01-01 17:33:40+08:00","Clouds","scattered clouds","Cebu City",""
10000.0,"2025-01-01 00:07:10+08:00",26.86,30.06,26.08,27.26,1011.0,87.0,1011.0,1003.0,2.41,97.0,2.85,51.0,"2025-01-01 06:20:37+08:00","2025-01-01 17:37:10+08:00","Rain","light rain","City of Marikina",0.18
10000.0,"2025-01-01 00:07:12+08:00",24.74,25.67,24.74,24.74,1011.0,92.0,1011.0,1000.0,2.65,16.0,5.29,100.0,"2025-01-01 06:06:34+08:00","2025-01-01 17:31:21+08:00","Clouds","overcast clouds","City of Masbate",""
10000.0,"2025-01-01 00:07:14+08:00",23.7,24.58,23.7,23.7,1010.0,94.0,1010.0,1004.0,2.38,325.0,2.61,97.0,"2025-01-01 06:08:13+08:00","2025-01-01 17:37:10+08:00","Clouds","overcast clouds","City of Passi",""
5537.0,"2025-01-01 00:07:16+08:00",24.17,25.18,24.17,24.17,1011.0,97.0,1011.0,998.0,2.04,26.0,4.09,100.0,"2025-01-01 06:06:07+08:00","2025-01-01 17:28:35+08:00","Clouds","overcast clouds","City of Sorsogon",""
10000.0,"2025-01-01 00:07:19+08:00",25.04,25.82,25.04,25.04,1009.0,85.0,1009.0,1003.0,0.06,51.0,0.79,82.0,"2025-01-01 05:55:00+08:00","2025-01-01 17:37:36+08:00","Clouds","broken clouds","Cotabato",""
10000.0,"2025-01-01 00:07:20+08:00",23.39,24.27,23.39,23.39,1014.0,95.0,1014.0,999.0,1.87,331.0,2.67,89.0,"2025-01-01 06:24:38+08:00","2025-01-01 17:29:55+08:00","Clouds","overcast clouds","Dagupan",""
10000.0,"2025-01-01 00:07:23+08:00",26.21,26.21,26.21,26.21,1010.0,84.0,1010.0,991.0,2.52,80.0,3.05,100.0,"2025-01-01 06:01:36+08:00","2025-01-01 17:32:45+08:00","Clouds","overcast clouds","Danao",""
10000.0,"2025-01-01 00:07:24+08:00",26.28,26.28,26.28,26.28,1010.0,83.0,1010.0,1001.0,2.48,12.0,2.58,100.0,"2025-01-01 06:01:29+08:00","2025-01-01 17:33:31+08:00","Clouds","overcast clouds","Dapitan",""
10000.0,"2025-01-01 00:07:27+08:00",25.73,26.81,25.62,26.8,1012.0,94.0,1012.0,995.0,5.13,99.0,10.48,76.0,"2025-01-01 06:20:43+08:00","2025-01-01 17:38:22+08:00","Clouds","broken clouds","Dasmariñas",""
10000.0,"2025-01-01 00:07:29+08:00",24.72,25.52,24.72,24.72,1010.0,87.0,1010.0,1010.0,2.92,339.0,3.34,100.0,"2025-01-01 05:49:17+08:00","2025-01-01 17:32:23+08:00","Clouds","overcast clouds","Davao",""
10000.0,"2025-01-01 00:07:30+08:00",24.81,25.67,24.81,24.81,1010.0,89.0,1010.0,992.0,1.43,322.0,1.37,99.0,"2025-01-01 05:49:45+08:00","2025-01-01 17:33:58+08:00","Clouds","overcast clouds","Digos",""
10000.0,"2025-01-01 00:07:33+08:00",24.82,25.58,24.82,24.82,1010.0,85.0,1010.0,1004.0,1.69,145.0,1.99,99.0,"2025-01-01 06:00:59+08:00","2025-01-01 17:38:52+08:00","Clouds","overcast clouds","Dipolog",""
10000.0,"2025-01-01 00:07:35+08:00",25.34,26.23,25.34,25.34,1010.0,88.0,1010.0,982.0,1.58,325.0,1.72,100.0,"2025-01-01 06:02:22+08:00","2025-01-01 17:37:45+08:00","Clouds","overcast clouds","Dumaguete",""
10000.0,"2025-01-01 00:07:37+08:00",24.42,25.08,24.42,24.42,1010.0,83.0,1010.0,1000.0,1.6,194.0,1.85,92.0,"2025-01-01 05:56:13+08:00","2025-01-01 17:34:11+08:00","Clouds","overcast clouds","El Salvador",""
10000.0,"2025-01-01 00:07:39+08:00",25.84,26.75,25.84,25.84,1010.0,87.0,1010.0,1001.0,2.19,333.0,2.54,99.0,"2025-01-01 06:04:16+08:00","2025-01-01 17:34:19+08:00","Clouds","overcast clouds","Escalante",""
10000.0,"2025-01-01 00:07:41+08:00",25.81,26.4,25.81,25.81,1011.0,75.0,1011.0,1013.0,1.07,78.0,2.17,100.0,"2025-01-01 06:22:27+08:00","2025-01-01 17:36:34+08:00","Clouds","overcast clouds","Gapan",""
10000.0,"2025-01-01 00:07:43+08:00",25.5,26.3,25.5,25.5,1009.0,84.0,1009.0,997.0,2.01,14.0,2.28,98.0,"2025-01-01 05:49:24+08:00","2025-01-01 17:35:48+08:00","Clouds","overcast clouds","General Santos",""
10000.0,"2025-01-01 00:07:45+08:00",26.16,26.16,26.03,27.21,1011.0,94.0,1011.0,1004.0,5.78,102.0,9.92,79.0,"2025-01-01 06:21:02+08:00","2025-01-01 17:38:29+08:00","Clouds","broken clouds","General Trias",""
10000.0,"2025-01-01 00:07:47+08:00",25.08,25.76,25.08,25.08,1011.0,81.0,1011.0,949.0,1.32,205.0,0.67,91.0,"2025-01-01 05:54:18+08:00","2025-01-01 17:31:20+08:00","Clouds","overcast clouds","Gingoog City",""
10000.0,"2025-01-01 00:07:48+08:00",26.04,26.04,26.04,26.04,1010.0,87.0,1010.0,990.0,1.1,56.0,1.37,95.0,"2025-01-01 06:05:29+08:00","2025-01-01 17:38:07+08:00","Clouds","overcast clouds","Himamaylan",""
10000.0,"2025-01-01 00:02:57+08:00",22.68,23.46,22.68,22.68,1014.0,94.0,1014.0,999.0,1.59,19.0,2.77,44.0,"2025-01-01 06:22:03+08:00","2025-01-01 17:29:25+08:00","Clouds","scattered clouds","Ilagan",""
10000.0,"2025-01-01 00:03:49+08:00",23.64,24.54,23.64,23.64,1010.0,95.0,1010.0,975.0,0.94,173.0,0.92,100.0,"2025-01-01 05:56:09+08:00","2025-01-01 17:35:13+08:00","Clouds","overcast clouds","Iligan City",""
10000.0,"2025-01-01 00:07:53+08:00",24.78,25.64,24.78,24.78,1010.0,89.0,1010.0,1009.0,3.43,5.0,7.88,91.0,"2025-01-01 06:07:54+08:00","2025-01-01 17:38:16+08:00","Clouds","overcast clouds","Iloilo City",""
10000.0,"2025-01-01 00:07:48+08:00",26.71,30.01,26.1,27.28,1011.0,91.0,1011.0,1005.0,5.7,102.0,9.19,70.0,"2025-01-01 06:20:54+08:00","2025-01-01 17:38:11+08:00","Clouds","broken clouds","Imus",""
"","2025-01-01 00:07:58+08:00",23.72,24.76,23.72,23.72,1010.0,100.0,1010.0,990.0,2.13,63.0,5.43,100.0,"2025-01-01 06:09:09+08:00","2025-01-01 17:30:05+08:00","Clouds","overcast clouds","Iriga City",""
10000.0,"2025-01-01 00:07:59+08:00",25.82,26.65,25.82,25.82,1010.0,84.0,1010.0,989.0,0.89,105.0,0.98,94.0,"2025-01-01 06:05:12+08:00","2025-01-01 17:37:28+08:00","Clouds","overcast clouds","Isabela",""
10000.0,"2025-01-01 00:08:02+08:00",25.66,26.61,25.66,25.66,1010.0,89.0,1010.0,990.0,0.62,109.0,0.67,94.0,"2025-01-01 06:05:32+08:00","2025-01-01 17:38:33+08:00","Clouds","overcast clouds","Kabankalan",""
10000.0,"2025-01-01 00:08:03+08:00",24.0,24.83,24.0,24.0,1011.0,91.0,1011.0,952.0,0.46,88.0,0.48,100.0,"2025-01-01 05:51:16+08:00","2025-01-01 17:34:35+08:00","Clouds","overcast clouds","Kidapawan",""
10000.0,"2025-01-01 00:08:04+08:00",24.04,24.9,24.04,24.04,1010.0,92.0,1010.0,976.0,0.92,50.0,0.96,100.0,"2025-01-01 05:51:22+08:00","2025-01-01 17:36:26+08:00","Clouds","overcast clouds","Koronadal",""
10000.0,"2025-01-01 00:08:07+08:00",26.03,26.03,26.03,26.03,1010.0,84.0,1010.0,1003.0,2.35,16.0,2.89,98.0,"2025-01-01 06:05:51+08:00","2025-01-01 17:37:21+08:00","Rain","light rain","La Carlota",0.26
10000.0,"2025-01-01 00:08:08+08:00",26.72,28.9,26.72,26.72,1009.0,77.0,1009.0,990.0,2.24,12.0,2.82,100.0,"2025-01-01 05:47:14+08:00","2025-01-01 17:33:43+08:00","Clouds","overcast clouds","Lamitan",""
10000.0,"2025-01-01 00:08:10+08:00",25.39,26.13,25.39,25.39,1012.0,82.0,1012.0,1006.0,5.36,44.0,6.38,8.0,"2025-01-01 06:29:12+08:00","2025-01-01 17:32:38+08:00","Clear","clear sky","Laoag",""
10000.0,"2025-01-01 00:08:11+08:00",26.11,26.11,26.11,26.11,1010.0,84.0,1010.0,999.0,2.44,15.0,2.58,100.0,"2025-01-01 06:01:32+08:00","2025-01-01 17:33:26+08:00","Clouds","overcast clouds","Lapu-Lapu City",""
10000.0,"2025-01-01 00:08:14+08:00",26.72,29.95,26.06,27.24,1011.0,90.0,1011.0,1008.0,3.58,108.0,3.58,65.0,"2025-01-01 06:20:45+08:00","2025-01-01 17:37:58+08:00","Clouds","broken clouds","Las Piñas",""
10000.0,"2025-01-01 00:08:16+08:00",23.26,24.25,23.26,23.26,1012.0,100.0,1012.0,993.0,1.44,343.0,3.68,100.0,"2025-01-01 06:07:23+08:00","2025-01-01 17:29:19+08:00","Clouds","overcast clouds","Legazpi City",""
483.0,"2025-01-01 00:08:17+08:00",23.56,24.58,23.56,23.56,1010.0,100.0,1010.0,991.0,0.83,121.0,1.95,100.0,"2025-01-01 06:08:23+08:00","2025-01-01 17:29:56+08:00","Clouds","overcast clouds","Ligao",""
10000.0,"2025-01-01 00:08:19+08:00",20.82,21.54,20.82,20.82,1012.0,99.0,1012.0,986.0,1.06,39.0,2.89,97.0,"2025-01-01 06:19:07+08:00","2025-01-01 17:38:08+08:00","Rain","moderate rain","Lipa City",2.45
10000.0,"2025-01-01 00:08:21+08:00",24.35,25.22,24.35,24.35,1010.0,91.0,1010.0,1007.0,3.31,348.0,7.1,89.0,"2025-01-01 06:07:57+08:00","2025-01-01 17:37:51+08:00","Clouds","overcast clouds","Lucena",""
10000.0,"2025-01-01 00:08:23+08:00",23.5,24.33,23.5,23.5,1011.0,93.0,1011.0,984.0,2.94,1.0,7.18,91.0,"2025-01-01 06:08:37+08:00","2025-01-01 17:38:29+08:00","Clouds","overcast clouds","Maasin",""
10000.0,"2025-01-01 00:08:25+08:00",24.28,24.9,24.28,24.28,1012.0,82.0,1012.0,994.0,1.48,215.0,1.39,100.0,"2025-01-01 06:23:47+08:00","2025-01-01 17:38:12+08:00","Clouds","overcast clouds","Mabalacat City",""
10000.0,"2025-01-01 00:08:27+08:00",27.0,30.43,26.0,27.18,1011.0,87.0,1011.0,1011.0,1.79,131.0,3.13,55.0,"2025-01-01 06:20:44+08:00","2025-01-01 17:37:35+08:00","Clouds","broken clouds","Makati City",""
10000.0,"2025-01-01 00:08:28+08:00",25.52,26.29,25.52,25.52,1011.0,83.0,1011.0,987.0,1.78,96.0,1.79,75.0,"2025-01-01 06:27:05+08:00","2025-01-01 17:40:00+08:00","Clouds","broken clouds","Malabon",""
10000.0,"2025-01-01 00:08:30+08:00",19.78,20.29,19.78,19.78,1012.0,95.0,1012.0,905.0,0.48,312.0,0.65,100.0,"2025-01-01 05:53:15+08:00","2025-01-01 17:32:39+08:00","Clouds","overcast clouds","Malaybalay",""
10000.0,"2025-01-01 00:08:32+08:00",26.75,28.88,26.75,26.75,1011.0,76.0,1011.0,1013.0,1.99,84.0,4.22,82.0,"2025-01-01 06:22:08+08:00","2025-01-01 17:37:57+08:00","Clouds","broken clouds","Malolos",""
10000.0,"2025-01-01 00:08:34+08:00",26.88,30.11,26.01,27.19,1011.0,87.0,1011.0,1011.0,3.68,101.0,4.71,53.0,"2025-01-01 06:20:45+08:00","2025-01-01 17:37:30+08:00","Rain","light rain","Mandaluyong City",0.12
10000.0,"2025-01-01 00:08:36+08:00",25.9,26.74,25.9,25.9,1010.0,84.0,1010.0,996.0,2.34,20.0,2.55,100.0,"2025-01-01 06:01:39+08:00","2025-01-01 17:33:28+08:00","Clouds","overcast clouds","Mandaue City",""
10000.0,"2025-01-01 00:06:30+08:00",27.17,30.77,26.1,28.0,1011.0,86.0,1011.0,1014.0,1.54,130.0,"",75.0,"2025-01-01 06:21:02+08:00","2025-01-01 17:37:41+08:00","Clouds","broken clouds","Manila",""
10000.0,"2025-01-01 00:08:39+08:00",21.15,21.78,21.15,21.15,1011.0,94.0,1011.0,927.0,0.46,161.0,0.61,99.0,"2025-01-01 05:56:09+08:00","2025-01-01 17:36:04+08:00","Rain","light rain","Marawi",0.63
10000.0,"2025-01-01 00:08:42+08:00",25.59,26.37,25.59,25.59,1010.0,83.0,1010.0,1000.0,1.87,96.0,2.67,100.0,"2025-01-01 05:54:27+08:00","2025-01-01 17:28:21+08:00","Clouds","overcast clouds","Mati",""
10000.0,"2025-01-01 00:08:44+08:00",26.76,29.8,26.76,27.3,1011.0,87.0,1011.0,1012.0,1.69,99.0,1.8,61.0,"2025-01-01 06:21:21+08:00","2025-01-01 17:37:32+08:00","Clouds","broken clouds","Meycauayan",""
10000.0,"2025-01-01 00:08:46+08:00",24.01,24.61,24.01,24.01,1011.0,82.0,1011.0,1006.0,2.03,98.0,5.47,60.0,"2025-01-01 06:23:22+08:00","2025-01-01 17:35:59+08:00","Clouds","broken clouds","Muñoz",""
10000.0,"2025-01-01 00:08:47+08:00",24.44,25.39,24.44,24.44,1011.0,94.0,1011.0,1003.0,1.67,79.0,3.44,100.0,"2025-01-01 06:10:28+08:00","2025-01-01 17:30:40+08:00","Clouds","overcast clouds","Naga",""
10000.0,"2025-01-01 00:08:50+08:00",26.79,29.87,26.72,27.3,1011.0,87.0,1011.0,1015.0,2.69,102.0,2.65,60.0,"2025-01-01 06:21:16+08:00","2025-01-01 17:37:42+08:00","Clouds","broken clouds","Navotas",""
10000.0,"2025-01-01 00:08:52+08:00",25.64,26.37,25.64,25.64,1011.0,81.0,1011.0,993.0,4.24,63.0,6.65,98.0,"2025-01-01 06:24:14+08:00","2025-01-01 17:40:05+08:00","Clouds","overcast clouds","Olongapo",""
10000.0,"2025-01-01 00:08:54+08:00",24.68,25.53,24.68,24.68,1010.0,89.0,1010.0,990.0,0.96,78.0,1.07,100.0,"2025-01-01 06:00:07+08:00","2025-01-01 17:29:35+08:00","Clouds","overcast clouds","Ormoc",""
10000.0,"2025-01-01 00:08:56+08:00",24.55,25.44,24.55,24.55,1010.0,91.0,1010.0,996.0,1.85,257.0,1.54,100.0,"2025-01-01 05:58:57+08:00","2025-01-01 17:37:11+08:00","Clouds","overcast clouds","Oroquieta",""
10000.0,"2025-01-01 00:08:57+08:00",25.03,26.07,25.03,25.03,1011.0,95.0,1011.0,969.0,1.32,223.0,0.95,100.0,"2025-01-01 05:58:15+08:00","2025-01-01 17:37:39+08:00","Clouds","overcast clouds","Ozamiz City",""
10000.0,"2025-01-01 00:08:59+08:00",23.31,24.07,23.31,23.31,1010.0,91.0,1010.0,991.0,1.42,349.0,1.68,100.0,"2025-01-01 05:59:17+08:00","2025-01-01 17:39:48+08:00","Clouds","overcast clouds","Pagadian",""
10000.0,"2025-01-01 00:09:01+08:00",24.0,24.65,24.0,24.0,1012.0,84.0,1012.0,1000.0,1.48,86.0,1.61,88.0,"2025-01-01 06:22:20+08:00","2025-01-01 17:35:34+08:00","Clouds","overcast clouds","Palayan City",""
10000.0,"2025-01-01 00:09:03+08:00",24.21,25.06,24.21,24.21,1010.0,91.0,1010.0,1012.0,2.35,339.0,2.51,100.0,"2025-01-01 05:49:24+08:00","2025-01-01 17:31:42+08:00","Clouds","overcast clouds","Panabo",""
10000.0,"2025-01-01 00:08:30+08:00",26.85,30.22,26.03,27.21,1011.0,89.0,1011.0,1009.0,1.79,131.0,3.13,60.0,"2025-01-01 06:20:40+08:00","2025-01-01 17:37:46+08:00","Clouds","broken clouds","Paranaque City",""
10000.0,"2025-01-01 00:09:06+08:00",26.82,29.95,25.94,27.12,1011.0,87.0,1011.0,1009.0,3.47,100.0,4.6,52.0,"2025-01-01 06:20:40+08:00","2025-01-01 17:37:23+08:00","Rain","light rain","Pasig",0.18
10000.0,"2025-01-01 00:09:09+08:00",25.88,26.77,25.88,25.88,1010.0,86.0,1010.0,999.0,1.74,76.0,2.5,74.0,"2025-01-01 06:21:24+08:00","2025-01-01 17:55:19+08:00","Clouds","broken clouds","Puerto Princesa City",""
10000.0,"2025-01-01 00:09:10+08:00",26.68,29.59,25.93,27.11,1011.0,87.0,1011.0,1009.0,2.67,101.0,2.94,52.0,"2025-01-01 06:20:53+08:00","2025-01-01 17:37:26+08:00","Clouds","broken clouds","Quezon City",""
10000.0,"2025-01-01 00:09:12+08:00",23.01,23.85,23.01,23.01,1013.0,95.0,1013.0,1005.0,2.28,352.0,3.26,91.0,"2025-01-01 06:23:04+08:00","2025-01-01 17:30:32+08:00","Clouds","overcast clouds","Roxas",""
10000.0,"2025-01-01 00:09:13+08:00",26.63,26.63,26.63,26.63,1010.0,85.0,1010.0,1002.0,2.22,351.0,2.61,100.0,"2025-01-01 06:04:45+08:00","2025-01-01 17:34:26+08:00","Clouds","overcast clouds","Sagay",""
10000.0,"2025-01-01 00:09:16+08:00",25.76,26.56,25.76,25.76,1012.0,83.0,1012.0,997.0,1.92,81.0,3.52,85.0,"2025-01-01 06:23:05+08:00","2025-01-01 17:39:09+08:00","Clouds","overcast clouds","Samal",""
10000.0,"2025-01-01 00:09:17+08:00",24.49,25.16,24.49,24.49,1011.0,83.0,1011.0,1012.0,0.86,109.0,1.37,90.0,"2025-01-01 06:23:05+08:00","2025-01-01 17:36:20+08:00","Clouds","overcast clouds","San Carlos",""
10000.0,"2025-01-01 00:09:19+08:00",26.47,26.47,26.47,26.47,1011.0,79.0,1011.0,1004.0,2.63,173.0,3.2,69.0,"2025-01-01 06:27:22+08:00","2025-01-01 17:36:41+08:00","Clouds","broken clouds","San Fernando",""
10000.0,"2025-01-01 00:09:20+08:00",22.41,23.29,22.41,22.41,1014.0,99.0,1014.0,985.0,0.68,57.0,1.27,60.0,"2025-01-01 06:23:31+08:00","2025-01-01 17:28:06+08:00","Clouds","broken clouds","San Jose",""
