"visibility","datetime","coord.lon","coord.lat","main.temp","main.feels_like","main.temp_min","main.temp_max","main.pressure","main.humidity","main.sea_level","main.grnd_level","wind.speed","wind.deg","wind.gust","clouds.all","sys.sunrise","sys.sunset","weather.id","weather.main","weather.description","weather.icon","extraction_date_time","city_name","sys.type","sys.id","rain.1h"
10000.0,"2024-05-04 09:09:22+08:00",120.6197,14.9696,31.87,34.86,31.87,33.06,1011.0,53.0,1011.0,1000.0,3.26,85.0,4.32,99.0,"2024-05-04 05:33:05+08:00","2024-05-04 18:15:25+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:09:22.453772+08:00","San Pablo",1.0,8152.0,""
10000.0,"2024-05-04 09:09:23+08:00",121.8833,17.2,32.36,33.62,32.36,32.36,1011.0,44.0,1011.0,989.0,2.5,196.0,2.73,0.0,"2024-05-04 05:25:12+08:00","2024-05-04 18:13:11+08:00",800.0,"Clear","clear sky","01d","2024-05-04 09:09:23.538776+08:00","San Pedro","","",""
10000.0,"2024-05-04 09:09:24+08:00",120.9378,15.4238,29.95,36.16,29.95,31.71,1010.0,75.0,1010.0,1011.0,1.62,96.0,2.05,58.0,"2024-05-04 05:31:14+08:00","2024-05-04 18:14:43+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 09:09:24.798732+08:00","Santa Rosa",2.0,2090375.0,""
10000.0,"2024-05-04 09:09:26+08:00",120.4449,17.2939,32.76,36.97,32.76,32.76,1010.0,54.0,1010.0,1004.0,2.47,228.0,2.98,4.0,"2024-05-04 05:30:50+08:00","2024-05-04 18:19:04+08:00",800.0,"Clear","clear sky","01d","2024-05-04 09:09:26.109873+08:00","Santiago",2.0,2043564.0,""
10000.0,"2024-05-04 09:09:28+08:00",121.7645,17.3997,31.79,33.32,31.79,31.79,1011.0,47.0,1011.0,1001.0,3.02,171.0,3.29,0.0,"2024-05-04 05:25:25+08:00","2024-05-04 18:13:55+08:00",800.0,"Clear","clear sky","01d","2024-05-04 09:09:28.325199+08:00","Santo Tomas","","",""
10000.0,"2024-05-04 09:09:30+08:00",122.9667,10.8,31.15,33.72,31.15,31.15,1010.0,54.0,1010.0,1004.0,5.1,36.0,4.83,100.0,"2024-05-04 05:28:48+08:00","2024-05-04 18:00:55+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:09:30.388302+08:00","Silay City","","",""
10000.0,"2024-05-04 09:09:31+08:00",122.4042,9.7519,31.05,33.99,31.05,31.05,1010.0,56.0,1010.0,997.0,2.91,40.0,3.88,100.0,"2024-05-04 05:32:18+08:00","2024-05-04 18:01:55+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:09:31.844512+08:00","Sipalay","","",""
10000.0,"2024-05-04 09:09:34+08:00",125.5,9.75,29.11,32.59,29.11,29.11,1010.0,68.0,1010.0,1001.0,3.34,78.0,4.56,100.0,"2024-05-04 05:19:56+08:00","2024-05-04 17:49:32+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:09:34.121110+08:00","Surigao City","","",""
10000.0,"2024-05-04 09:09:35+08:00",123.7336,13.3586,28.26,31.33,28.26,28.26,1012.0,71.0,1012.0,1001.0,3.04,93.0,3.7,60.0,"2024-05-04 05:22:37+08:00","2024-05-04 18:00:58+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 09:09:35.902035+08:00","Tabaco","","",""
10000.0,"2024-05-04 09:09:38+08:00",121.4443,17.4189,30.39,33.38,30.39,30.39,1012.0,59.0,1012.0,969.0,2.63,144.0,3.08,0.0,"2024-05-04 05:26:40+08:00","2024-05-04 18:15:14+08:00",800.0,"Clear","clear sky","01d","2024-05-04 09:09:38.419314+08:00","Tabuk","","",""
10000.0,"2024-05-04 09:09:40+08:00",125.0,11.25,29.1,32.21,29.1,29.1,1010.0,66.0,1010.0,1007.0,1.03,135.0,2.6,100.0,"2024-05-04 05:20:08+08:00","2024-05-04 17:53:20+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:09:40.613362+08:00","Tacloban City","","",""
10000.0,"2024-05-04 09:09:42+08:00",124.6764,6.6925,30.45,32.66,30.45,30.45,1010.0,55.0,1010.0,1001.0,0.58,27.0,0.85,75.0,"2024-05-04 05:26:50+08:00","2024-05-04 17:49:13+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 09:09:42.099522+08:00","Tacurong","","",""
10000.0,"2024-05-04 09:09:44+08:00",120.9337,14.1059,26.17,26.17,25.86,28.87,1011.0,42.0,1011.0,982.0,3.8,81.0,5.27,80.0,"2024-05-04 05:32:54+08:00","2024-05-04 18:13:05+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 09:09:44.341966+08:00","Tagaytay City",2.0,2084056.0,""
10000.0,"2024-05-04 09:09:45+08:00",121.0792,14.5243,32.27,38.36,30.03,34.0,1011.0,62.0,"","",4.02,137.0,4.47,20.0,"2024-05-04 05:31:48+08:00","2024-05-04 18:13:02+08:00",801.0,"Clouds","few clouds","02d","2024-05-04 09:09:45.937860+08:00","Taguig",2.0,2083945.0,""
10000.0,"2024-05-04 09:09:48+08:00",122.9226,14.1343,30.11,34.58,30.11,30.11,1011.0,67.0,1011.0,997.0,3.0,84.0,4.06,69.0,"2024-05-04 05:24:54+08:00","2024-05-04 18:05:10+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 09:09:48.373073+08:00","Talisay","","",""
10000.0,"2024-05-04 09:09:49+08:00",121.1498,14.0863,29.41,30.07,29.07,32.08,1011.0,49.0,1011.0,989.0,2.31,76.0,4.22,41.0,"2024-05-04 05:32:03+08:00","2024-05-04 18:12:12+08:00",802.0,"Clouds","scattered clouds","03d","2024-05-04 09:09:49.551532+08:00","Tanauan",2.0,2084056.0,""
10000.0,"2024-05-04 09:09:51+08:00",126.1986,9.0783,28.71,32.45,28.71,28.71,1010.0,72.0,1010.0,1004.0,2.38,11.0,2.53,100.0,"2024-05-04 05:17:56+08:00","2024-05-04 17:45:56+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:09:51.655414+08:00","Tandag","","",""
10000.0,"2024-05-04 09:09:53+08:00",122.9306,10.6339,31.22,33.63,31.22,31.22,1010.0,53.0,1010.0,1005.0,4.13,14.0,4.11,100.0,"2024-05-04 05:29:09+08:00","2024-05-04 18:00:52+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:09:53.240414+08:00","Tangub","","",""
10000.0,"2024-05-04 09:09:55+08:00",123.1583,9.5153,31.01,35.91,31.01,31.01,1010.0,64.0,1010.0,992.0,1.41,42.0,3.22,100.0,"2024-05-04 05:29:34+08:00","2024-05-04 17:58:37+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:09:55.347137+08:00","Tanjay",1.0,8185.0,""
10000.0,"2024-05-04 09:09:56+08:00",120.5986,15.4889,29.84,35.86,29.84,31.6,1010.0,75.0,1010.0,1011.0,2.86,125.0,2.77,24.0,"2024-05-04 05:32:31+08:00","2024-05-04 18:16:09+08:00",801.0,"Clouds","few clouds","02d","2024-05-04 09:09:56.577717+08:00","Tarlac City",2.0,2090375.0,""
10000.0,"2024-05-04 09:09:58+08:00",121.5911,14.0289,30.79,33.28,30.79,30.79,1011.0,55.0,1011.0,978.0,3.0,56.0,4.29,100.0,"2024-05-04 05:30:22+08:00","2024-05-04 18:10:22+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:09:58.900069+08:00","Tayabas","","",""
10000.0,"2024-05-04 09:10:00+08:00",123.6333,10.3833,31.05,34.22,31.05,31.05,1010.0,57.0,1010.0,999.0,1.82,26.0,3.14,100.0,"2024-05-04 05:26:38+08:00","2024-05-04 17:57:45+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:10:00.381808+08:00","Toledo City",1.0,8187.0,""
10000.0,"2024-05-04 09:10:02+08:00",121.7269,17.6131,31.15,33.07,31.15,31.15,1011.0,51.0,1011.0,1015.0,3.39,178.0,3.72,0.0,"2024-05-04 05:25:18+08:00","2024-05-04 18:14:21+08:00",800.0,"Clear","clear sky","01d","2024-05-04 09:10:02.430399+08:00","Tuguegarao","","",""
10000.0,"2024-05-04 09:10:04+08:00",120.5711,15.9761,33.23,34.61,33.23,33.23,1010.0,42.0,1010.0,1008.0,2.91,149.0,3.61,7.0,"2024-05-04 05:32:00+08:00","2024-05-04 18:16:53+08:00",800.0,"Clear","clear sky","01d","2024-05-04 09:10:04.703783+08:00","Urdaneta","","",""
10000.0,"2024-05-04 09:10:06+08:00",124.5725,11.1089,31.9,34.66,31.9,31.9,1010.0,52.0,1010.0,995.0,0.82,95.0,4.07,100.0,"2024-05-04 05:22:00+08:00","2024-05-04 17:54:52+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:10:06.653671+08:00","Valencia","","",""
10000.0,"2024-05-04 09:10:08+08:00",120.9667,14.7,33.43,40.25,29.98,33.95,1011.0,59.0,"","",0.89,47.0,6.71,22.0,"2024-05-04 05:32:01+08:00","2024-05-04 18:13:42+08:00",801.0,"Clouds","few clouds","02d","2024-05-04 09:10:08.040932+08:00","Valenzuela",2.0,2008256.0,""
10000.0,"2024-05-04 09:10:09+08:00",123.0778,10.9,29.57,32.78,29.57,29.57,1010.0,64.0,1010.0,1000.0,5.65,53.0,5.39,100.0,"2024-05-04 05:28:14+08:00","2024-05-04 18:00:36+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 09:10:09.596617+08:00","Victorias","","",""
10000.0,"2024-05-04 09:10:11+08:00",120.3869,17.5747,32.74,39.74,32.74,32.74,1011.0,71.0,"","",4.07,197.0,4.47,0.0,"2024-05-04 05:30:42+08:00","2024-05-04 18:19:40+08:00",800.0,"Clear","clear sky","01d","2024-05-04 09:10:11.797323+08:00","Vigan",2.0,2043564.0,""
10000.0,"2024-05-04 09:10:13+08:00",122.0696,6.9135,29.99,36.99,29.99,29.99,1010.0,79.0,"","",2.57,240.0,"",75.0,"2024-05-04 05:37:00+08:00","2024-05-04 17:59:54+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 09:10:13.599093+08:00","Zamboanga City",1.0,8169.0,""
10000.0,"2024-05-04 12:06:01+08:00",119.9811,16.1561,33.78,36.1,33.78,33.78,1008.0,44.0,1008.0,1002.0,3.35,64.0,4.0,4.0,"2024-05-04 05:34:08+08:00","2024-05-04 18:19:28+08:00",800.0,"Clear","clear sky","01d","2024-05-04 12:06:01.050025+08:00","Alaminos","","",""
10000.0,"2024-05-04 12:06:03+08:00",120.5833,15.15,36.25,40.02,36.25,36.25,1010.0,41.0,"","",5.14,90.0,"",20.0,"2024-05-04 05:33:00+08:00","2024-05-04 18:15:48+08:00",801.0,"Clouds","few clouds","02d","2024-05-04 12:06:03.181970+08:00","Angeles City",1.0,8152.0,""
10000.0,"2024-05-04 12:06:05+08:00",121.19,15.6181,36.43,39.3,36.43,36.43,1008.0,38.0,1008.0,969.0,4.06,91.0,4.39,54.0,"2024-05-04 05:29:59+08:00","2024-05-04 18:13:57+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:06:05.435436+08:00","Antipolo","","",""
10000.0,"2024-05-04 12:06:07+08:00",123.5085,12.2285,33.08,35.88,33.08,33.08,1008.0,48.0,1008.0,999.0,3.32,90.0,4.19,100.0,"2024-05-04 05:24:54+08:00","2024-05-04 18:00:29+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:07.588209+08:00","Bacolod","","",""
10000.0,"2024-05-04 12:06:08+08:00",120.929,14.459000000000001,33.79,40.42,32.24,35.03,1009.0,57.0,"","",4.12,140.0,"",20.0,"2024-05-04 05:32:29+08:00","2024-05-04 18:13:33+08:00",801.0,"Clouds","few clouds","02d","2024-05-04 12:06:08.762917+08:00","Bacoor",2.0,2005706.0,""
10000.0,"2024-05-04 12:06:10+08:00",122.8333,10.5333,31.03,33.95,31.03,31.03,1008.0,56.0,1008.0,1004.0,6.75,359.0,5.65,100.0,"2024-05-04 05:29:39+08:00","2024-05-04 18:01:08+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:10.717266+08:00","Bago City","","",""
10000.0,"2024-05-04 12:03:56+08:00",120.5931,16.4164,29.91,28.74,29.91,29.91,1009.0,31.0,1009.0,920.0,3.6,248.0,3.8,5.0,"2024-05-04 05:31:21+08:00","2024-05-04 18:17:21+08:00",800.0,"Clear","clear sky","01d","2024-05-04 12:06:13.264043+08:00","Baguio","","",""
10000.0,"2024-05-04 12:06:14+08:00",123.1228,9.5911,30.99,35.86,30.99,30.99,1008.0,64.0,1008.0,990.0,3.05,34.0,4.82,100.0,"2024-05-04 05:29:37+08:00","2024-05-04 17:58:51+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:14.793124+08:00","Bais",1.0,8185.0,""
10000.0,"2024-05-04 12:06:15+08:00",120.5361,14.6761,36.03,43.03,33.96,36.03,1009.0,54.0,1009.0,992.0,2.86,124.0,4.13,77.0,"2024-05-04 05:33:47+08:00","2024-05-04 18:15:23+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:06:16.158923+08:00","Balanga",1.0,8151.0,""
10000.0,"2024-05-04 12:06:17+08:00",120.5649,18.0554,32.88,39.88,32.88,32.88,1009.0,66.0,"","",4.63,240.0,"",20.0,"2024-05-04 05:29:22+08:00","2024-05-04 18:19:34+08:00",801.0,"Clouds","few clouds","02d","2024-05-04 12:06:17.509796+08:00","Batac City",1.0,8159.0,""
10000.0,"2024-05-04 12:06:19+08:00",121.05,13.75,32.71,37.16,32.71,32.71,1008.0,55.0,1008.0,1000.0,9.27,141.0,8.62,82.0,"2024-05-04 05:32:52+08:00","2024-05-04 18:12:11+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:06:19.394224+08:00","Batangas City","","",""
10000.0,"2024-05-04 12:06:20+08:00",122.8011,9.3636,32.95,36.19,32.95,32.95,1008.0,50.0,1008.0,990.0,2.55,188.0,3.8,99.0,"2024-05-04 05:31:11+08:00","2024-05-04 17:59:52+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:21.030252+08:00","Bayawan","","",""
10000.0,"2024-05-04 12:06:23+08:00",123.7135,13.4083,28.96,32.28,28.96,28.96,1010.0,68.0,1010.0,999.0,3.21,102.0,3.88,73.0,"2024-05-04 05:22:38+08:00","2024-05-04 18:01:06+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:06:23.536330+08:00","Baybay","","",""
10000.0,"2024-05-04 12:06:25+08:00",125.7675,8.7561,35.14,36.33,35.14,35.14,1006.0,36.0,1006.0,986.0,1.6,191.0,3.5,98.0,"2024-05-04 05:20:02+08:00","2024-05-04 17:47:17+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:26.008028+08:00","Bayugan",2.0,2093017.0,""
10000.0,"2024-05-04 12:06:28+08:00",125.0336,11.0725,29.3,33.6,29.3,29.3,1008.0,71.0,1008.0,1005.0,4.5,140.0,3.93,100.0,"2024-05-04 05:20:12+08:00","2024-05-04 17:52:59+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:28.065712+08:00","Bislig","","",""
10000.0,"2024-05-04 12:06:29+08:00",121.0807,14.3427,33.18,39.26,32.23,35.02,1010.0,58.0,"","",4.12,140.0,"",20.0,"2024-05-04 05:32:01+08:00","2024-05-04 18:12:48+08:00",801.0,"Clouds","few clouds","02d","2024-05-04 12:06:29.414148+08:00","Biñan",2.0,2084056.0,""
10000.0,"2024-05-04 12:03:57+08:00",124.0055,11.0517,33.08,35.35,33.08,33.08,1008.0,46.0,1008.0,1004.0,2.05,88.0,3.23,100.0,"2024-05-04 05:24:21+08:00","2024-05-04 17:57:04+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:31.906103+08:00","Bogo","","",""
10000.0,"2024-05-04 12:06:34+08:00",125.4319,11.6081,30.11,34.12,30.11,30.11,1009.0,65.0,1009.0,991.0,3.81,47.0,4.18,100.0,"2024-05-04 05:17:58+08:00","2024-05-04 17:52:02+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:34.229066+08:00","Borongan","","",""
10000.0,"2024-05-04 12:06:36+08:00",125.5436,8.9492,35.56,40.41,35.56,35.56,1007.0,46.0,1007.0,993.0,1.78,329.0,3.48,56.0,"2024-05-04 05:20:42+08:00","2024-05-04 17:48:24+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:06:36.119799+08:00","Butuan",2.0,2093017.0,""
10000.0,"2024-05-04 12:06:38+08:00",125.5344,9.1236,35.55,42.55,35.55,35.55,1009.0,54.0,"","",1.34,232.0,3.13,57.0,"2024-05-04 05:20:32+08:00","2024-05-04 17:48:39+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:06:38.386548+08:00","Cabadbaran",2.0,2093017.0,""
10000.0,"2024-05-04 12:06:40+08:00",120.9667,15.4833,38.08,39.58,38.08,38.08,1007.0,30.0,1007.0,1006.0,4.32,143.0,4.4,74.0,"2024-05-04 05:31:03+08:00","2024-05-04 18:14:41+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:06:40.755828+08:00","Cabanatuan City","","",""
10000.0,"2024-05-04 12:06:42+08:00",121.1262,14.2726,32.87,39.54,32.17,33.92,1008.0,61.0,1008.0,1000.0,5.61,69.0,6.63,44.0,"2024-05-04 05:31:55+08:00","2024-05-04 18:12:32+08:00",802.0,"Clouds","scattered clouds","03d","2024-05-04 12:06:42.300500+08:00","Cabuyao",2.0,2084056.0,""
10000.0,"2024-05-04 12:06:44+08:00",123.2856,10.9506,30.62,33.39,30.62,30.62,1009.0,57.0,1009.0,997.0,5.47,49.0,5.35,100.0,"2024-05-04 05:27:21+08:00","2024-05-04 17:59:50+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:44.399685+08:00","Cadiz","","",""
10000.0,"2024-05-04 12:06:45+08:00",124.6472,8.4822,30.76,34.11,30.76,30.76,1008.0,59.0,1008.0,997.0,5.58,342.0,4.24,79.0,"2024-05-04 05:24:51+08:00","2024-05-04 17:51:26+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:06:45.567059+08:00","Cagayan de Oro","","",""
10000.0,"2024-05-04 12:06:47+08:00",120.8133,13.9324,34.2,38.49,34.2,34.2,1008.0,49.0,1008.0,996.0,7.4,157.0,7.11,90.0,"2024-05-04 05:33:35+08:00","2024-05-04 18:13:21+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:47.335704+08:00","Calaca","","",""
10000.0,"2024-05-04 12:06:49+08:00",121.1653,14.2117,32.46,35.49,32.17,33.92,1008.0,51.0,1008.0,997.0,5.06,56.0,5.43,53.0,"2024-05-04 05:31:50+08:00","2024-05-04 18:12:18+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:06:49.146634+08:00","Calamba",2.0,2084056.0,""
10000.0,"2024-05-04 12:06:51+08:00",121.1803,13.4117,29.86,34.02,29.86,29.86,1009.0,67.0,1009.0,1000.0,4.21,97.0,4.42,38.0,"2024-05-04 05:32:46+08:00","2024-05-04 18:11:15+08:00",802.0,"Clouds","scattered clouds","03d","2024-05-04 12:06:51.605283+08:00","Calapan","","",""
10000.0,"2024-05-04 12:06:53+08:00",124.6,12.0667,28.74,32.34,28.74,28.74,1009.0,71.0,1009.0,1004.0,3.4,273.0,3.7,100.0,"2024-05-04 05:20:44+08:00","2024-05-04 17:55:55+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:54.022657+08:00","Calbayog City","","",""
10000.0,"2024-05-04 12:06:55+08:00",120.9667,14.65,33.81,40.81,32.23,33.99,1009.0,62.0,"","",2.68,31.0,10.28,50.0,"2024-05-04 05:32:05+08:00","2024-05-04 18:13:38+08:00",802.0,"Clouds","scattered clouds","03d","2024-05-04 12:06:55.576145+08:00","Caloocan City",2.0,2008256.0,""
10000.0,"2024-05-04 12:06:57+08:00",120.4517,17.1947,35.57,42.57,35.57,35.57,1009.0,54.0,1009.0,1002.0,5.53,265.0,4.0,2.0,"2024-05-04 05:30:56+08:00","2024-05-04 18:18:55+08:00",800.0,"Clear","clear sky","01d","2024-05-04 12:06:57.511573+08:00","Candon",2.0,2043564.0,""
10000.0,"2024-05-04 12:06:59+08:00",123.1964,10.3864,32.96,33.11,32.96,32.96,1009.0,37.0,1009.0,956.0,4.22,101.0,4.36,100.0,"2024-05-04 05:28:23+08:00","2024-05-04 17:59:30+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:06:59.551298+08:00","Canlaon","","",""
10000.0,"2024-05-04 12:07:01+08:00",123.6402,10.1061,31.01,32.83,31.01,31.01,1008.0,51.0,1008.0,999.0,3.12,76.0,4.21,91.0,"2024-05-04 05:26:56+08:00","2024-05-04 17:57:24+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:01.029976+08:00","Carcar","","",""
10000.0,"2024-05-04 12:07:02+08:00",121.0576,14.3132,32.8,39.01,32.1,33.86,1010.0,60.0,"","",3.58,66.0,4.47,48.0,"2024-05-04 05:32:09+08:00","2024-05-04 18:12:51+08:00",802.0,"Clouds","scattered clouds","03d","2024-05-04 12:07:02.898623+08:00","Carmona",2.0,2084056.0,""
10000.0,"2024-05-04 12:03:59+08:00",124.8861,11.7753,31.03,34.91,31.03,31.03,1008.0,60.0,1008.0,1004.0,0.44,232.0,2.74,100.0,"2024-05-04 05:19:57+08:00","2024-05-04 17:54:25+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:04.512006+08:00","Catbalogan","","",""
10000.0,"2024-05-04 12:06:50+08:00",121.7725,16.9347,36.42,37.96,36.42,36.42,1008.0,34.0,1008.0,1002.0,1.92,198.0,2.7,0.0,"2024-05-04 05:25:59+08:00","2024-05-04 18:13:18+08:00",800.0,"Clear","clear sky","01d","2024-05-04 12:07:06.119466+08:00","Cauayan","","",""
10000.0,"2024-05-04 12:07:07+08:00",120.9169,14.4825,33.37,40.1,32.25,34.01,1008.0,59.0,1008.0,1009.0,3.75,132.0,5.23,64.0,"2024-05-04 05:32:30+08:00","2024-05-04 18:13:37+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:07:07.497941+08:00","Cavite City",2.0,2005706.0,""
10000.0,"2024-05-04 12:07:09+08:00",123.8907,10.3167,33.04,34.07,33.04,33.04,1008.0,41.0,1008.0,994.0,4.45,84.0,4.66,64.0,"2024-05-04 05:25:41+08:00","2024-05-04 17:56:39+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:07:09.475306+08:00","Cebu City","","",""
10000.0,"2024-05-04 12:07:11+08:00",121.1,14.6333,33.6,40.6,32.19,33.94,1008.0,61.0,1008.0,1000.0,4.17,161.0,5.89,29.0,"2024-05-04 05:31:34+08:00","2024-05-04 18:13:05+08:00",802.0,"Clouds","scattered clouds","03d","2024-05-04 12:07:11.606189+08:00","City of Marikina",2.0,2008256.0,""
10000.0,"2024-05-04 12:07:13+08:00",123.5833,12.3333,33.21,36.14,33.21,33.21,1009.0,48.0,1009.0,998.0,4.0,74.0,3.96,100.0,"2024-05-04 05:24:29+08:00","2024-05-04 18:00:19+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:13.260748+08:00","City of Masbate","","",""
10000.0,"2024-05-04 12:07:15+08:00",122.65,11.15,30.35,28.6,30.35,30.35,1007.0,22.0,1007.0,1001.0,5.25,71.0,5.09,100.0,"2024-05-04 05:29:39+08:00","2024-05-04 18:02:37+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:15.642379+08:00","City of Passi",2.0,2073369.0,""
10000.0,"2024-05-04 12:07:17+08:00",123.9833,12.9833,31.1,35.06,31.1,31.1,1009.0,60.0,1009.0,996.0,3.92,52.0,4.35,100.0,"2024-05-04 05:22:05+08:00","2024-05-04 17:59:30+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:17.441069+08:00","City of Sorsogon","","",""
10000.0,"2024-05-04 12:04:00+08:00",124.2464,7.2236,32.05,34.46,32.05,32.05,1007.0,50.0,1007.0,1000.0,1.82,339.0,2.7,72.0,"2024-05-04 05:27:56+08:00","2024-05-04 17:51:33+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:07:19.581417+08:00","Cotabato","","",""
10000.0,"2024-05-04 12:07:21+08:00",121.5047,17.7061,36.87,37.54,36.87,36.87,1008.0,30.0,1008.0,994.0,3.95,142.0,4.38,0.0,"2024-05-04 05:26:04+08:00","2024-05-04 18:15:21+08:00",800.0,"Clear","clear sky","01d","2024-05-04 12:07:21.140614+08:00","Dagupan","","",""
10000.0,"2024-05-04 12:07:22+08:00",124.0272,10.5208,32.15,34.4,32.15,32.15,1009.0,49.0,1009.0,990.0,3.73,75.0,3.68,95.0,"2024-05-04 05:24:54+08:00","2024-05-04 17:56:21+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:22.614471+08:00","Danao","","",""
10000.0,"2024-05-04 12:07:24+08:00",123.9469,10.2706,31.85,33.64,31.85,31.85,1008.0,48.0,1008.0,1000.0,4.8,75.0,4.79,56.0,"2024-05-04 05:25:31+08:00","2024-05-04 17:56:22+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:07:24.646067+08:00","Dapitan","","",""
10000.0,"2024-05-04 12:04:00+08:00",120.9367,14.3294,33.03,40.03,32.29,34.53,1008.0,62.0,1008.0,992.0,5.84,83.0,6.28,70.0,"2024-05-04 05:32:36+08:00","2024-05-04 18:13:21+08:00",803.0,"Clouds","broken clouds","04d","2024-05-04 12:07:26.078277+08:00","Dasmariñas",2.0,2084056.0,""
10000.0,"2024-05-04 12:07:28+08:00",125.6128,7.0731,27.54,30.49,27.54,27.54,1008.0,76.0,1008.0,1008.0,3.35,342.0,4.34,100.0,"2024-05-04 05:22:38+08:00","2024-05-04 17:45:55+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:28.905167+08:00","Davao","","",""
10000.0,"2024-05-04 12:07:30+08:00",125.3572,6.7497,27.33,30.05,27.33,27.33,1008.0,76.0,1008.0,991.0,2.04,93.0,3.25,91.0,"2024-05-04 05:24:03+08:00","2024-05-04 17:46:33+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:30.830431+08:00","Digos","","",""
10000.0,"2024-05-04 12:07:32+08:00",123.3414,8.5894,29.73,34.62,29.73,29.73,1008.0,71.0,1008.0,1002.0,4.14,28.0,5.28,97.0,"2024-05-04 05:29:56+08:00","2024-05-04 17:56:47+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:32.424425+08:00","Dipolog","","",""
10000.0,"2024-05-04 12:07:34+08:00",123.3081,9.3103,30.9,35.39,30.9,30.9,1009.0,63.0,1009.0,981.0,4.48,42.0,5.15,100.0,"2024-05-04 05:29:13+08:00","2024-05-04 17:57:46+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:34.983656+08:00","Dumaguete","","",""
10000.0,"2024-05-04 12:07:37+08:00",124.5225,8.5631,31.66,35.47,31.66,31.66,1007.0,57.0,1007.0,998.0,5.57,342.0,3.91,90.0,"2024-05-04 05:25:15+08:00","2024-05-04 17:52:02+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:37.170601+08:00","El Salvador","","",""
10000.0,"2024-05-04 12:07:39+08:00",123.4992,10.8403,31.38,33.26,31.38,31.38,1008.0,50.0,1008.0,1000.0,4.22,37.0,3.98,100.0,"2024-05-04 05:26:37+08:00","2024-05-04 17:58:50+08:00",804.0,"Clouds","overcast clouds","04d","2024-05-04 12:07:39.207080+08:00","Escalante","","",""
